Stop names	Babice[]	Bojkovice,,Zeveta[]	Bojkovice,,u lékárny[]	Bojkovice,,škola[]	Bojkovice,,žel.st.[]	Bojkovice,Bzová,střed[]	Bojkovice,Přečkovice[]	Boršice u Blatnice,,pošta[]	Boršice,,Obecní úřad[]	Buchlovice,,náměstí[]	Bystřice p.Lop.,,hor.zast.[]	Bystřice p.Lop.,,zvonice[]	Bánov,,Obecní úřad[]	Bánov,,náměstí[]	Bílovice,,točna[]	Bílovice[]	Břestek,Chabaně,rozc.0.3[]	Břestek,Chabaně[]	Březolupy,,zámek[]	Březová,Olšovec[]	Dobrkovice,,náves[]	Dolní Němčí,,rozc.1.0[]	Dolní Němčí,,zdravotní středisko[]	Dolní Němčí,,škola[]	Hluk,,Autopal[]	Hluk,,hostinec[]	Hluk,,škola[]	Horní Němčí,,točna[]	Hradčovice,,žel.st.[]	Huštěnovice[]	Jalubí[]	Jankovice,,hor.konec[]	Kelníky[]	Komňa,,točna[]	Komňa,Nový dvůr[]	Komňa[]	Korytná,,hor.konec[]	Koryčany,,nám.[]	Kostelany n.Mor.[]	Košíky[]	Kroměříž,,aut.nádr.[]	Kudlovice,Dolina,hájenka[]	Kunovice,,Let[]	Luhačovice,,aut.st.[]	Mistřice,Javorovec[]	Napajedla,,aut.st.[]	Napajedla,,spořitelna[]	Nedakonice,,žel.st.[]	Nezdenice,,žel.st.[]	Nivnice,,škola[]	Ostrožská Lhota,,Jednota[]	Ostrožská Nová Ves,,křiž.[]	Osvětimany[]	Otrokovice,,aut.nádr.Baťov[]	Otrokovice,,žel.st.[]	Ořechov[]	Pašovice,,Obecní úřad[]	Podolí,,U žlebu[]	Polešovice,,Městečko[]	Popovice[]	Rudice,,točna[]	Salaš,,točna[]	Slavkov,,křiž.[]	Staré Hutě,,Obecní úřad[]	Staré Město,,obchodní zóna[]	Staré Město,,žel.st.[]	Starý Hrozenkov,,Obecní úřad[]	Starý Hrozenkov,,celnice[]	Starý Hrozenkov,,pila[]	Strání,,U Popelků[]	Strání,,škola[]	Strání,Květná[]	Stříbrnice[]	Suchá Loz,,ZD[]	Suchá Loz,Volenov[]	Suchá Loz[]	Topolná[]	Tučapy[]	Uherské Hradiště,,aut.nádr.[]	Uherské Hradiště,,nemocnice[]	Uherské Hradiště,Jarošov,náves[]	Uherské Hradiště,Mařatice,Derflanská[]	Uherské Hradiště,Mařatice,Jaktáře[]	Uherské Hradiště,Mařatice,R.Kubíčka[]	Uherské Hradiště,Mařatice,hřbitov točna[]	Uherské Hradiště,Štěpnice,U Olšávky[]	Uherský Brod,,Dům kultury[]	Uherský Brod,,Mariánské náměstí[]	Uherský Brod,,Prakšická[]	Uherský Brod,,Slovácké strojírny[]	Uherský Brod,,Větrná[]	Uherský Brod,,ZŠ Na Výsluní[]	Uherský Brod,,dopravní terminál[]	Uherský Brod,,poliklinika[]	Uherský Brod,,sídliště Olšava[]	Uherský Brod,,Šumická[]	Uherský Brod,Havřice[]	Uherský Brod,Újezdec,žel.st.[]	Uherský Ostroh,,náměstí[]	Uherský Ostroh,,točna[]	Uherský Ostroh,,závod ČD[]	Velehrad,,náměstí[]	Veletiny,,křiž.[]	Velký Ořechov,,aut.st.[]	Veselí n.Mor.,,žel.st.[]	Vlčnov,,Araver[]	Vlčnov,,hor.konec[]	Vlčnov,,křiž.[]	Vlčnov,,sokolovna[]	Vyškovec,Hribovny,točna[]	Vyškovec[]	Vápenice,,Obecní úřad[]	Vápenice,,točna[]	Zlámanec[]	Zlín,,aut.nádr.[]	Částkov,,střed[]	Šumice,,škola[]	Žítková,,rekr.stř.[]	Uherské Hradiště,,garáže ČSAD[]
Tučapy[]	20	62	61	60	58	66	64	42	4	10	51	53	47	46	28	27	17	18	31	61	41	38	37	39	32	30	31	44	31	18	18	33	40	57	54	58	55	34	16	29	66	28	26	56	32	27	28	12	52	49	33	28	17	39	35	5	37	32	7	31	60	28	39	23	21	11	60	63	62	49	50	53	9	51	53	50	30	0	17	21	24	22	21	23	23	23	41	41	42	43	43	42	39	42	43	42	37	49	36	37	36	19	29	41	41	31	35	33	34	63	66	62	64	37	50	34	47	74	19
Uherské Hradiště,,aut.nádr.[]	9	45	44	43	41	49	47	25	13	16	34	36	30	29	11	10	17	18	14	44	24	21	20	22	15	13	14	27	14	7	12	22	23	40	37	41	38	40	10	18	55	17	9	39	15	16	17	15	35	32	16	11	26	28	24	22	20	15	19	14	43	19	22	29	4	6	43	46	45	32	33	36	18	34	36	33	13	17	0	4	7	5	4	6	6	6	24	24	25	26	26	25	22	25	26	25	20	32	19	20	19	10	12	24	24	14	18	16	17	46	49	45	47	20	33	17	30	57	2
Uherské Hradiště,,nemocnice[]	13	49	48	47	45	53	51	29	17	20	38	40	34	33	15	14	21	22	18	48	28	25	24	26	19	17	18	31	18	11	16	26	27	44	41	45	42	44	14	22	59	21	13	43	19	20	21	19	39	36	20	15	30	32	28	26	24	19	23	18	47	23	26	33	8	10	47	50	49	36	37	40	22	38	40	37	17	21	4	0	11	9	8	10	10	2	28	28	29	30	30	29	26	29	30	29	24	36	23	24	23	14	16	28	28	18	22	20	21	50	53	49	51	24	37	21	34	61	6
Uherské Hradiště,Jarošov,náves[]	16	52	51	50	48	56	54	32	20	23	41	43	37	36	10	9	24	25	13	51	23	28	27	29	22	20	21	34	21	14	19	29	22	47	44	48	45	47	17	25	58	24	16	46	14	20	19	22	42	39	23	18	33	31	26	29	19	22	26	21	50	26	29	36	11	13	50	53	52	39	40	43	25	41	43	40	12	24	7	11	0	12	3	11	13	13	29	28	27	33	30	31	29	29	33	32	27	36	26	27	26	17	19	23	31	21	25	23	24	53	56	52	54	19	32	16	37	64	9
Uherské Hradiště,Mařatice,Derflanská[]	14	46	45	44	42	50	48	26	18	21	35	37	31	30	16	15	22	23	19	45	29	22	21	23	16	14	15	28	15	12	17	27	28	41	38	42	39	45	15	23	60	22	10	40	20	21	22	20	36	33	18	13	31	33	29	27	25	16	24	15	44	24	23	34	9	11	44	47	46	33	34	37	23	35	37	34	18	22	5	9	12	0	9	1	4	11	25	25	26	27	27	26	23	26	27	26	21	33	21	22	21	15	13	29	26	15	19	17	18	47	50	46	48	25	38	22	31	58	3
Uherské Hradiště,Mařatice,Jaktáře[]	13	49	48	47	45	53	51	29	17	20	38	40	34	33	7	6	21	22	10	48	20	25	24	26	19	17	18	31	18	11	16	26	19	44	41	45	42	44	14	22	55	21	13	43	11	17	16	19	39	36	20	15	30	28	23	26	16	19	23	18	47	23	26	33	8	10	47	50	49	36	37	40	22	38	40	37	9	21	4	8	3	9	0	8	10	10	26	25	24	30	27	28	26	26	30	29	24	33	23	24	23	14	16	20	28	18	22	20	21	50	53	49	51	16	29	13	34	61	6
Uherské Hradiště,Mařatice,R.Kubíčka[]	15	47	46	45	43	51	49	27	19	22	36	38	32	31	15	14	23	24	18	46	28	23	22	24	17	15	16	29	16	13	18	28	27	42	39	43	40	46	16	24	61	23	11	41	19	22	23	21	37	34	19	14	32	34	30	28	24	17	25	16	45	25	24	35	10	12	45	48	47	34	35	38	24	36	38	35	17	23	6	10	11	1	8	0	3	12	26	26	27	28	28	27	24	27	28	27	22	34	22	23	22	16	14	28	27	16	20	18	19	48	51	47	49	24	37	21	32	59	4
Uherské Hradiště,Mařatice,hřbitov točna[]	15	50	49	48	46	54	52	30	19	22	39	41	35	34	17	16	23	24	20	49	30	26	25	27	20	18	19	32	19	13	18	28	29	45	42	46	43	46	16	24	61	23	14	44	21	22	23	21	40	37	22	17	32	34	30	28	26	20	25	19	48	25	27	35	10	12	48	51	50	37	38	41	24	39	41	38	19	23	6	10	13	4	10	3	0	12	29	29	30	31	31	30	27	30	31	30	25	37	25	26	25	16	17	30	30	19	23	21	22	51	54	50	52	26	39	23	35	62	7
Uherské Hradiště,Štěpnice,U Olšávky[]	15	51	50	49	47	55	53	31	19	22	40	42	36	35	17	16	23	24	20	50	30	27	26	28	21	19	20	33	20	13	18	28	29	46	43	47	44	46	16	24	61	23	15	45	21	22	23	21	41	38	22	17	32	34	30	28	26	21	25	20	49	25	28	35	10	12	49	52	51	38	39	42	24	40	42	39	19	23	6	2	13	11	10	12	12	0	30	30	31	32	32	31	28	31	32	31	26	38	25	26	25	16	18	30	30	20	24	22	23	52	55	51	53	26	39	23	36	63	8
Uherský Brod,,Dům kultury[]	33	25	24	23	21	29	27	20	37	40	14	16	10	9	21	20	41	42	24	28	14	13	14	16	18	18	17	21	10	31	36	46	19	20	17	21	18	64	34	42	69	41	25	19	27	31	30	39	15	12	24	29	50	42	37	46	10	22	43	18	23	43	16	53	28	30	23	26	25	26	27	30	42	14	16	13	23	41	24	28	29	25	26	26	29	30	0	3	2	6	3	3	2	2	6	5	4	8	37	38	37	34	12	16	42	13	13	11	12	26	29	25	27	19	39	13	10	37	22
Uherský Brod,,Mariánské náměstí[]	33	25	24	23	21	29	27	20	37	40	14	16	10	9	20	19	41	42	23	28	13	13	14	16	18	18	17	21	10	31	36	46	18	20	17	21	18	64	34	42	68	41	25	19	26	30	29	39	15	12	24	29	50	41	36	46	9	22	43	18	23	43	16	53	28	30	23	26	25	26	27	30	42	14	16	13	22	41	24	28	28	25	25	26	29	30	3	0	1	6	2	3	2	1	6	5	4	8	37	38	37	34	12	15	42	13	13	11	12	26	29	25	27	18	38	12	10	37	22
Uherský Brod,,Prakšická[]	34	26	25	24	22	30	28	21	38	41	15	17	11	10	19	18	42	43	22	29	12	14	15	17	19	19	18	22	11	32	37	47	17	21	18	22	19	65	35	43	67	42	26	20	25	29	28	40	16	13	25	30	51	40	35	47	8	23	44	19	24	44	17	54	29	31	24	27	26	27	28	31	43	15	17	14	21	42	25	29	27	26	24	27	30	31	2	1	0	7	3	4	3	2	7	6	5	9	38	39	38	35	13	14	43	14	14	12	13	27	30	26	28	17	37	11	11	38	23
Uherský Brod,,Slovácké strojírny[]	35	27	26	25	23	31	29	14	39	42	16	18	12	11	26	25	43	44	29	22	19	7	8	10	15	15	14	15	12	33	38	48	24	22	19	23	12	66	36	44	74	43	27	21	32	36	35	41	17	6	21	26	52	47	42	48	15	24	45	20	25	45	10	55	30	32	25	28	27	20	21	24	44	12	10	13	28	43	26	30	33	27	30	28	31	32	6	6	7	0	8	8	4	7	5	7	6	14	34	35	34	36	14	21	39	15	11	13	12	28	31	27	29	24	44	18	12	39	24
Uherský Brod,,Větrná[]	35	25	24	23	21	29	27	22	39	42	16	18	12	11	22	21	43	44	25	30	15	15	16	18	20	20	19	23	12	33	38	48	20	22	19	23	20	66	36	44	70	43	27	21	28	32	31	41	15	14	26	31	52	43	38	48	11	24	45	20	23	45	18	55	30	32	25	28	27	28	29	32	44	16	18	15	24	43	26	30	30	27	27	28	31	32	3	2	3	8	0	5	4	1	8	5	6	8	39	40	39	36	14	17	44	15	15	13	14	28	31	27	29	20	40	14	10	39	24
Uherský Brod,,ZŠ Na Výsluní[]	34	27	26	25	23	31	29	22	38	41	16	18	12	11	23	22	42	43	26	30	16	15	16	18	20	20	19	23	11	32	37	47	21	22	19	23	20	65	35	43	71	42	26	21	29	33	32	40	17	14	26	31	51	44	39	47	12	23	44	19	25	44	18	54	29	31	25	28	27	28	29	32	43	16	18	15	25	42	25	29	31	26	28	27	30	31	3	3	4	8	5	0	4	4	8	7	5	11	39	40	39	35	13	18	44	15	15	13	14	28	31	27	29	21	41	15	12	39	23
Uherský Brod,,dopravní terminál[]	31	23	22	21	19	27	25	18	35	38	12	14	8	7	22	21	39	40	25	26	15	11	12	14	16	16	15	19	8	29	34	44	20	18	15	19	16	62	32	40	70	39	23	17	28	32	31	37	13	10	22	27	48	43	38	44	11	20	41	16	21	41	14	51	26	28	21	24	23	24	25	28	40	12	14	11	24	39	22	26	29	23	26	24	27	28	2	2	3	4	4	4	0	3	4	3	2	10	35	36	35	32	10	17	40	11	11	9	10	24	27	23	25	20	40	14	8	35	20
Uherský Brod,,poliklinika[]	34	24	23	22	20	28	26	21	38	41	15	17	11	10	21	20	42	43	24	29	14	14	15	17	19	19	18	22	11	32	37	47	19	21	18	22	19	65	35	43	69	42	26	20	27	31	30	40	14	13	25	30	51	42	37	47	10	23	44	19	22	44	17	54	29	31	24	27	26	27	28	31	43	15	17	14	23	42	25	29	29	26	26	27	30	31	2	1	2	7	1	4	3	0	7	4	5	9	38	39	38	35	13	16	43	14	14	12	13	27	30	26	28	19	39	13	9	38	23
Uherský Brod,,sídliště Olšava[]	35	27	26	25	23	31	29	19	39	42	16	18	12	11	26	25	43	44	29	27	19	12	13	15	20	20	19	20	12	33	38	48	24	22	19	23	17	66	36	44	74	43	27	21	32	36	35	41	17	11	26	31	52	47	42	48	15	24	45	20	25	45	15	55	30	32	25	28	27	25	26	29	44	16	15	15	28	43	26	30	33	27	30	28	31	32	6	6	7	5	8	8	4	7	0	7	6	14	39	40	39	36	14	21	44	15	15	13	14	28	31	27	29	24	44	18	12	39	24
Uherský Brod,,Šumická[]	34	20	19	18	16	24	22	21	38	41	11	13	7	6	25	24	42	43	28	25	18	14	15	17	19	19	18	22	11	32	37	47	23	17	14	18	19	65	35	43	73	42	26	20	31	35	34	40	10	13	25	30	51	46	41	47	14	23	44	19	18	44	17	54	29	31	20	23	22	27	28	31	43	11	13	10	27	42	25	29	32	26	29	27	30	31	5	5	6	7	5	7	3	4	7	0	5	13	38	39	38	35	13	20	43	14	14	12	13	23	26	22	24	23	43	17	5	34	23
Uherský Brod,Havřice[]	29	25	24	23	21	29	27	20	33	36	14	16	10	9	24	23	37	38	27	28	17	13	14	16	18	18	17	21	6	27	32	42	22	20	17	21	18	60	30	38	72	37	21	19	30	34	33	35	15	12	24	28	46	45	40	42	13	18	39	14	23	39	16	49	24	26	23	26	25	26	27	30	38	14	16	13	26	37	20	24	27	21	24	22	25	26	4	4	5	6	6	5	2	5	6	5	0	12	36	37	36	30	8	19	41	10	13	11	12	26	29	25	27	22	42	16	10	37	18
Uherský Brod,Újezdec,žel.st.[]	41	33	32	31	29	37	35	28	45	48	22	24	18	17	28	27	49	50	31	36	21	21	22	24	26	26	25	29	18	39	44	54	26	28	25	29	26	72	42	50	76	49	33	27	34	38	37	47	23	20	32	37	58	49	44	54	17	30	51	26	31	51	24	61	36	38	31	34	33	34	35	38	50	22	24	21	30	49	32	36	36	33	33	34	37	38	8	8	9	14	8	11	10	9	14	13	12	0	45	46	45	42	20	23	50	21	21	19	20	34	37	33	35	26	46	20	18	45	30
Uherský Ostroh,,náměstí[]	28	58	57	56	54	62	60	31	32	35	47	49	43	42	30	29	36	37	33	50	43	27	26	28	21	19	20	33	30	26	31	41	42	53	50	54	46	59	29	37	74	36	16	52	34	35	36	34	48	40	13	8	45	47	43	41	39	31	38	30	56	38	28	48	23	25	56	59	58	38	39	42	37	46	44	46	32	36	19	23	26	21	23	22	25	25	37	37	38	34	39	39	35	38	39	38	36	45	0	1	3	29	28	43	8	29	28	27	27	59	62	58	60	39	52	36	43	70	18
Uherský Ostroh,,točna[]	29	59	58	57	55	63	61	32	33	36	48	50	44	43	31	30	37	38	34	51	44	28	27	29	22	20	21	34	31	27	32	42	43	54	51	55	47	60	30	38	75	37	17	53	35	36	37	35	49	41	14	9	46	48	44	42	40	32	39	31	57	39	29	49	24	26	57	60	59	39	40	43	38	47	45	47	33	37	20	24	27	22	24	23	26	26	38	38	39	35	40	40	36	39	40	39	37	46	1	0	4	30	29	44	9	30	29	28	28	60	63	59	61	40	53	37	44	71	19
Uherský Ostroh,,závod ČD[]	28	58	57	56	54	62	60	31	32	35	47	49	43	42	30	29	36	37	33	50	43	27	26	28	21	19	20	33	30	26	31	41	42	53	50	54	46	59	29	37	74	36	16	52	34	35	36	34	48	40	13	8	45	47	43	41	39	31	38	30	56	38	28	48	23	25	56	59	58	38	39	42	37	46	44	46	32	36	19	23	26	21	23	22	25	25	37	37	38	34	39	39	35	38	39	38	36	45	3	4	0	29	28	43	5	29	28	27	27	59	62	58	60	39	52	36	43	70	18
Velehrad,,náměstí[]	17	55	54	53	51	59	57	35	15	13	44	46	40	39	21	20	19	20	24	54	34	31	30	32	25	23	24	37	24	15	15	30	33	50	47	51	48	37	13	26	63	25	19	49	25	24	25	18	45	42	26	21	28	36	32	24	30	25	22	24	53	9	32	26	14	8	53	56	55	42	43	46	20	44	46	43	23	19	10	14	17	15	14	16	16	16	34	34	35	36	36	35	32	35	36	35	30	42	29	30	29	0	22	34	34	24	28	26	27	56	59	55	57	30	43	27	40	67	12
Veletiny,,křiž.[]	21	33	32	31	29	37	35	17	25	28	22	24	18	17	23	22	29	30	26	35	25	10	11	13	12	12	11	18	2	19	24	34	30	28	25	29	26	52	22	30	67	29	13	27	27	28	29	27	23	20	18	20	38	40	36	34	21	10	31	6	31	31	13	41	16	18	31	34	33	23	24	27	30	22	24	21	25	29	12	16	19	13	16	14	17	18	12	12	13	14	14	13	10	13	14	13	8	20	28	29	28	22	0	27	33	2	6	4	5	34	37	33	35	30	45	24	18	45	10
Velký Ořechov,,aut.st.[]	32	40	39	38	36	44	42	35	37	40	29	31	25	24	15	14	41	42	18	43	3	28	29	31	33	33	32	36	25	31	36	46	5	35	32	36	33	64	34	42	63	40	33	34	21	25	24	39	30	27	39	35	50	36	31	46	6	37	43	33	38	43	31	53	28	30	38	41	40	41	42	45	42	29	31	28	17	41	24	28	23	29	20	28	30	30	16	15	14	21	17	18	17	16	21	20	19	23	43	44	43	34	27	0	48	28	28	26	27	41	44	40	42	13	23	7	25	52	26
Veselí n.Mor.,,žel.st.[]	33	63	62	61	59	67	65	36	37	40	52	54	48	47	35	34	41	42	38	55	48	32	31	33	26	24	25	38	35	31	36	46	47	58	55	59	51	64	34	42	79	41	21	57	39	40	41	39	53	45	18	13	50	52	48	46	44	36	43	35	61	43	33	53	28	30	61	64	63	43	44	47	42	51	49	51	37	41	24	28	31	26	28	27	30	30	42	42	43	39	44	44	40	43	44	43	41	50	8	9	5	34	33	48	0	34	33	32	32	64	67	63	65	44	57	41	48	75	23
Vlčnov,,Araver[]	23	34	33	32	30	38	36	15	27	30	23	25	19	18	25	24	31	32	28	33	26	8	9	11	10	10	9	16	4	21	26	36	31	29	26	30	27	54	24	32	69	31	15	28	29	30	31	29	24	21	16	21	40	42	38	36	22	12	33	8	32	33	11	43	18	20	32	35	34	21	22	25	32	23	25	22	27	31	14	18	21	15	18	16	19	20	13	13	14	15	15	15	11	14	15	14	10	21	29	30	29	24	2	28	34	0	4	2	3	35	38	34	36	31	47	25	19	46	12
Vlčnov,,hor.konec[]	27	34	33	32	30	38	36	11	31	34	23	25	19	18	29	28	35	36	32	29	26	4	5	7	9	9	8	12	8	25	30	40	31	29	26	30	23	58	28	36	73	35	19	28	33	34	35	33	24	17	15	20	44	46	42	40	22	16	37	12	32	37	7	47	22	24	32	35	34	17	18	21	36	23	21	22	31	35	18	22	25	19	22	20	23	24	13	13	14	11	15	15	11	14	15	14	13	21	28	29	28	28	6	28	33	4	0	2	1	35	38	34	36	31	51	25	19	46	16
Vlčnov,,křiž.[]	25	32	31	30	28	36	34	13	29	32	21	23	17	16	27	26	33	34	30	31	24	6	7	9	8	8	7	14	6	23	28	38	29	27	24	28	25	56	26	34	71	33	17	26	31	32	33	31	22	19	14	19	42	44	40	38	20	14	35	10	30	35	9	45	20	22	30	33	32	19	20	23	34	21	23	20	29	33	16	20	23	17	20	18	21	22	11	11	12	13	13	13	9	12	13	12	11	19	27	28	27	26	4	26	32	2	2	0	1	33	36	32	34	29	49	23	17	44	14
Vlčnov,,sokolovna[]	26	33	32	31	29	37	35	12	30	33	22	24	18	17	28	27	34	35	31	30	25	5	6	8	8	8	7	13	7	24	29	39	30	28	25	29	24	57	27	35	72	34	18	27	32	33	34	32	23	18	14	19	43	45	41	39	21	15	36	11	31	36	8	46	21	23	31	34	33	18	19	22	35	22	22	21	30	34	17	21	24	18	21	19	22	23	12	12	13	12	14	14	10	13	14	13	12	20	27	28	27	27	5	27	32	3	1	1	0	34	37	33	35	30	50	24	18	45	15
Vyškovec,Hribovny,točna[]	55	22	21	21	19	27	25	42	59	62	12	14	18	17	46	45	63	64	49	26	39	35	36	38	40	40	39	43	32	53	58	68	44	12	9	13	33	86	56	64	94	63	47	38	52	56	55	61	26	27	46	51	72	67	62	68	35	44	65	40	35	65	38	75	50	52	15	18	17	38	39	42	64	21	23	20	48	63	46	50	53	47	50	48	51	52	26	26	27	28	28	28	24	27	28	23	26	34	59	60	59	56	34	41	64	35	35	33	34	0	21	17	19	44	64	38	28	29	44
Vyškovec[]	58	25	24	24	22	30	28	45	62	65	15	17	21	20	49	48	66	67	52	29	42	38	39	41	43	43	42	46	35	56	61	71	47	15	12	16	36	89	59	67	97	66	50	41	55	59	58	64	29	30	49	54	75	70	65	71	38	47	68	43	38	68	41	78	53	55	6	5	4	41	42	45	67	24	26	23	51	66	49	53	56	50	53	51	54	55	29	29	30	31	31	31	27	30	31	26	29	37	62	63	62	59	37	44	67	38	38	36	37	21	0	8	10	47	67	41	31	20	47
Vápenice,,Obecní úřad[]	54	21	20	20	18	26	24	41	58	61	11	13	17	16	45	44	62	63	48	25	38	34	35	37	39	39	38	42	31	52	57	67	43	11	8	12	32	85	55	63	93	62	46	37	51	55	54	60	25	26	45	50	71	66	61	67	34	43	64	39	34	64	37	74	49	51	2	5	4	37	38	41	63	20	22	19	47	62	45	49	52	46	49	47	50	51	25	25	26	27	27	27	23	26	27	22	25	33	58	59	58	55	33	40	63	34	34	32	33	17	8	0	2	43	63	37	27	16	43
Vápenice,,točna[]	56	23	22	22	20	28	26	43	60	63	13	15	19	18	47	46	64	65	50	27	40	36	37	39	41	41	40	44	33	54	59	69	45	13	10	14	34	87	57	65	95	64	48	39	53	57	56	62	27	28	47	52	73	68	63	69	36	45	66	41	36	66	39	76	51	53	4	7	6	39	40	43	65	22	24	21	49	64	47	51	54	48	51	49	52	53	27	27	28	29	29	29	25	28	29	24	27	35	60	61	60	57	35	42	65	36	36	34	35	19	10	2	0	45	65	39	29	18	45
Zlámanec[]	28	43	42	41	39	47	45	38	33	36	32	34	28	27	11	10	37	38	7	46	13	31	32	34	35	33	34	39	28	27	32	42	12	38	35	39	36	60	30	38	59	36	29	37	17	21	20	35	33	30	36	31	46	32	27	42	9	35	39	34	41	39	34	49	24	26	41	44	43	44	45	48	38	32	34	31	13	37	20	24	19	25	16	24	26	26	19	18	17	24	20	21	20	19	24	23	22	26	39	40	39	30	30	13	44	31	31	29	30	44	47	43	45	0	26	6	28	55	22
Zlín,,aut.nádr.[]	30	57	56	55	54	62	48	58	46	49	52	54	48	47	23	23	50	51	19	66	26	51	52	54	48	46	47	59	47	32	45	47	28	58	55	59	56	73	43	43	50	38	42	35	30	23	22	48	53	50	49	44	59	23	17	55	29	48	52	47	61	52	54	62	37	39	61	64	63	64	65	68	51	52	54	51	26	50	33	37	32	38	29	37	39	39	39	38	37	44	40	41	40	39	44	43	42	46	52	53	52	43	45	23	57	47	51	49	50	64	67	63	65	26	0	30	48	75	35
Částkov,,střed[]	25	37	36	35	33	41	39	32	30	33	26	28	22	21	8	7	34	35	11	40	7	25	26	28	30	30	29	33	22	24	29	39	6	32	29	33	30	57	27	35	56	33	26	31	14	18	17	32	27	24	33	28	43	29	24	39	3	32	36	30	35	36	28	46	21	23	35	38	37	38	39	42	35	26	28	25	10	34	17	21	16	22	13	21	23	23	13	12	11	18	14	15	14	13	18	17	16	20	36	37	36	27	24	7	41	25	25	23	24	38	41	37	39	6	30	0	22	49	19
Šumice,,škola[]	39	15	14	13	11	19	17	26	43	46	16	18	12	11	30	29	47	48	33	30	23	19	20	22	24	24	23	27	16	37	42	52	28	18	19	17	24	70	40	48	78	47	31	25	36	40	39	45	5	18	30	35	56	51	46	52	19	28	49	24	13	49	22	59	34	36	25	28	27	32	33	36	48	16	18	15	32	47	30	34	37	31	34	32	35	36	10	10	11	12	10	12	8	9	12	5	10	18	43	44	43	40	18	25	48	19	19	17	18	28	31	27	29	28	48	22	0	32	28
Žítková,,rekr.stř.[]	66	22	21	21	21	13	27	53	70	73	23	25	29	28	57	56	74	75	60	37	50	46	47	49	51	51	50	54	43	64	69	79	55	23	20	24	44	97	67	75	105	74	58	40	63	67	66	72	28	38	57	62	83	78	73	79	46	55	76	51	37	76	49	86	61	63	14	17	16	49	50	53	75	32	34	31	59	74	57	61	64	58	61	59	62	63	37	37	38	39	39	39	35	38	39	34	37	45	70	71	70	67	45	52	75	46	46	44	45	29	20	16	18	55	75	49	32	0	55
Uherské Hradiště,,garáže ČSAD[]	11	43	42	41	39	47	45	23	15	18	32	34	28	27	13	12	19	20	16	42	26	19	18	20	13	11	12	25	12	9	14	24	25	38	35	39	36	42	12	20	57	19	7	37	17	18	19	17	33	30	15	10	28	30	26	24	22	13	21	12	41	21	20	31	6	8	41	44	43	30	31	34	20	32	34	31	15	19	2	6	9	3	6	4	7	8	22	22	23	24	24	23	20	23	24	23	18	30	18	19	18	12	10	26	23	12	16	14	15	44	47	43	45	22	35	19	28	55	0
